Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-04-09,SG,"Crawford, Jamal",66.5,"5,600",pho,@ dal, 109-120,38:08,   51pt 5rb 5as 1st 1bl 4to 7trey 18-30fg 8-9ft
2019-04-09,SG,"Mitchell, Donovan",62.4,"9,800",uta,v den, 118-108,36:12,   46pt 7rb 4as 2st 4to 5trey 14-26fg 13-16ft
2019-04-09,SG,"Doncic, Luka",61.7,"9,400",dal,v pho, 120-109,32:11,   21pt 16rb 11as 3st 4to 2trey 6-14fg 7-8ft
2019-04-09,SG,"Harden, James",57.5,"11,800",hou,@ okc, 111-112,36:58,   39pt 10rb 3as 1st 1bl 4to 5trey 11-28fg 12-13ft
2019-04-09,PG,"Westbrook, Russell",55.4,"12,000",okc,v hou, 112-111,37:04,   29pt 12rb 10as 3to 4trey 11-23fg 3-3ft
2019-04-09,SG,"Pope, Kentavious",51,"6,400",lal,v por, 101-104,43:57,   32pt 5rb 8as 1st 2to 5trey 11-31fg 5-7ft
2019-04-09,PG,"Lillard, Damian",45.8,"9,100",por,@ lal, 104-101,35:57,   20pt 4rb 8as 3st 1bl 3to 3trey 6-16fg 5-5ft
2019-04-09,SG,"Lamb, Jeremy",45.1,"6,300",cha,@ cle, 124-97,27:44,   23pt 3rb 5as 3st 1bl 1to 3trey 9-13fg 2-2ft
2019-04-09,PG,"Paul, Chris",44.6,"8,700",hou,@ okc, 111-112,34:10,   24pt 8rb 6as 1st 1to 5trey 9-15fg 1-1ft
2019-04-09,PG,"Caruso, Alex",38.9,"6,800",lal,v por, 101-104,40:34,   12pt 7rb 13as 1st 1bl 7to 5-16fg 2-2ft
2019-04-09,SG,"Dozier, PJ",38.7,"3,500",bos,@ was, 116-110,37:20,   12pt 11rb 5as 2st 1trey 5-14fg 1-2ft
2019-04-09,SG,"Wade, Dwyane",38.1,"6,300",mia,v phi, 122-99,34:43,   30pt 3rb 3as 1bl 3to 4trey 10-23fg 6-6ft
2019-04-09,PG,"Wanamaker, Brad",36.7,"3,500",bos,@ was, 116-110,28:53,   17pt 6rb 7as 1st 1to 6-13fg 5-7ft
2019-04-09,PG,"Walker, Kemba",35.1,"9,700",cha,@ cle, 124-97,27:21,   23pt 3rb 7as 2to 4trey 9-18fg 1-2ft
2019-04-09,PG,"Rozier, Terry",34.8,"6,000",bos,@ was, 116-110,24:27,   21pt 4rb 4as 1st 4trey 8-15fg 1-2ft
2019-04-09,SG,"Morris, Monte",34.6,"4,200",den,@ uta, 108-118,29:48,   22pt 3rb 4as 1st 2trey 8-13fg 4-4ft
2019-04-09,SG,"Beasley, Malik",34.5,"3,700",den,@ uta, 108-118,31:20,   25pt 1as 2st 1bl 1to 5trey 9-13fg 2-3ft
2019-04-09,PG,"Harrison, Shaquille",33.9,"6,500",chi,v nyk, 86-96,27:42,   13pt 7rb 3as 1st 2bl 1to 6-12fg 1-2ft
2019-04-09,PG,"VanVleet, Fred",32.4,"5,400",tor,@ min, 120-100,27:00,   16pt 2rb 4as 3st 1to 2trey 6-12fg 2-2ft
2019-04-09,SG,"III, Jacob",32,"3,500",gsw,@ nor, 112-103,36:30,   11pt 5rb 2as 3st 2bl 3to 1trey 5-10fg
2019-04-09,SG,"Lee, Damion",31.9,"3,600",gsw,@ nor, 112-103,26:32,   20pt 7rb 1as 1st 1to 4trey 7-13fg 2-2ft
2019-04-09,PG,"Curry, Seth",30.9,"4,100",por,@ lal, 104-101,26:56,   19pt 2rb 1as 3st 1to 5trey 7-13fg
2019-04-09,PG,"Arcidiacono, Ryan",30.7,"3,700",chi,v nyk, 86-96,32:25,   14pt 6rb 3as 2st 1to 1trey 3-9fg 7-8ft
2019-04-09,PG,"Smith, Ishmael",30.6,"3,600",det,v mem, 100-93,25:32,   22pt 3rb 4as 1to 1trey 9-15fg 3-5ft
2019-04-09,PG,"Murray, Jamal",30.5,"7,300",den,@ uta, 108-118,30:58,   22pt 5rb 1as 1st 2to 3trey 9-21fg 1-2ft
2019-04-09,PG,"Sexton, Collin",30.2,"6,500",cle,v cha, 97-124,37:42,   18pt 1rb 10as 4to 1trey 8-17fg 1-2ft
2019-04-09,PG,"Jr, Dennis",29.7,"5,100",nyk,@ chi, 96-86,34:57,   25pt 1rb 5as 4to 2trey 10-23fg 3-6ft
2019-04-09,PG,"Satoransky, Tomas",29.3,"5,200",was,v bos, 110-116,27:40,   19pt 4rb 5as 2to 3trey 6-8fg 4-6ft
2019-04-09,PG,"Jones, Tyus",29.2,"6,000",min,v tor, 100-120,28:26,   11pt 1rb 10as 1st 1to 1trey 5-9fg
2019-04-09,SG,"Clark, Ian",29.2,"6,000",nor,v gsw, 103-112,38:13,   20pt 1rb 4as 1st 1to 3trey 8-22fg 1-1ft
2019-04-09,SG,"Wiggins, Andrew",29.1,"7,000",min,v tor, 100-120,28:26,   16pt 3rb 3as 2bl 1to 2trey 7-17fg
2019-04-09,PG,"Dragic, Goran",29.1,"7,500",mia,v phi, 122-99,32:01,   6pt 3rb 13as 1st 3to 1trey 2-10fg 1-2ft
2019-04-09,SG,"Wright, Delon",28.8,"8,600",mem,@ det, 93-100,37:19,   15pt 9rb 2as 1st 3to 4-10fg 7-8ft
2019-04-09,SG,"Monk, Malik",28.6,"3,700",cha,@ cle, 124-97,23:29,   8pt 3rb 4as 2st 2bl 1to 2trey 3-7fg
2019-04-09,SG,"Hunter, RJ",28.1,"3,500",bos,@ was, 116-110,25:41,   17pt 3rb 3as 1st 4trey 6-13fg 1-2ft
2019-04-09,SG,"Beal, Bradley",28,"8,500",was,v bos, 110-116,16:32,   16pt 5rb 4as 2trey 6-11fg 2-2ft
2019-04-09,SG,"Brown, Jaylen",27.6,"4,500",bos,@ was, 116-110,18:03,   15pt 3rb 2as 3st 3to 1trey 6-13fg 2-4ft
2019-04-09,PG,"Cook, Quinn",25.9,"3,700",gsw,@ nor, 112-103,23:33,   19pt 2rb 3as 2trey 7-12fg 3-3ft
2019-04-09,PG,"Harris, Devin",25.1,"3,500",dal,v pho, 120-109,22:05,   14pt 3rb 5as 1bl 3to 3trey 4-10fg 3-3ft
2019-04-09,PG,"Simmons, Ben",24.3,"9,300",phi,@ mia, 99-122,21:03,   16pt 4rb 1as 2st 4to 7-12fg 2-2ft
2019-04-09,PG,"Graham, Devonte",22.9,"3,700",cha,@ cle, 124-97,22:19,   10pt 2rb 5as 1st 2trey 4-9fg
2019-04-09,SG,"Holiday, Justin",22.8,"4,900",mem,@ det, 93-100,35:41,   8pt 4rb 2as 1st 2bl 2to 2trey 3-8fg
2019-04-09,SG,"Bacon, Dwayne",22.5,"3,700",cha,@ cle, 124-97,29:09,   18pt 1as 1st 4trey 7-11fg
2019-04-09,SG,"Dotson, Damyean",22,"4,300",nyk,@ chi, 96-86,40:59,   12pt 5rb 4as 2to 2trey 5-10fg
2019-04-09,PG,"Jackson, Reggie",21.7,"5,200",det,v mem, 100-93,22:28,   12pt 1rb 5as 1st 2to 2trey 5-16fg
2019-04-09,PG,"Payton, Elfrid",21.7,"7,300",nor,v gsw, 103-112,25:04,   3pt 6rb 7as 1bl 2to 1-4fg 1-2ft
2019-04-09,SG,"Milton, Shake",21.1,"3,500",phi,@ mia, 99-122,16:30,   7pt 8rb 1as 1st 2trey 2-9fg 1-2ft
2019-04-09,SG,"Clarkson, Jordan",20.9,"6,100",cle,v cha, 97-124,23:01,   16pt 2rb 3as 2to 2trey 7-13fg
2019-04-09,SG,"Green, Danny",20.4,"4,500",tor,@ min, 120-100,23:51,   7pt 2rb 4as 1st 1bl 1to 1trey 2-5fg 2-2ft
2019-04-09,PG,"Lin, Jeremy",20.3,"3,500",tor,@ min, 120-100,19:51,   8pt 4rb 5as 1st 3to 2-8fg 4-4ft
2019-04-09,PG,"Okobo, Elie",19.7,"3,600",pho,@ dal, 109-120,26:24,   11pt 1rb 3as 2st 3to 3trey 3-6fg 2-2ft
2019-04-09,SG,"Ferguson, Terrance",19.1,"3,600",okc,v hou, 112-111,25:36,   16pt 3rb 1as 2to 3trey 6-10fg 1-1ft
2019-04-09,SG,"Gordon, Eric",18.7,"4,200",hou,@ okc, 111-112,30:24,   8pt 1rb 3as 1st 1bl 1to 2trey 3-12fg
2019-04-09,SG,"Sampson, Brandon",18.2,"3,500",chi,v nyk, 86-96,22:37,   9pt 1rb 3st 1to 2trey 3-7fg 1-2ft
2019-04-09,PG,"Melton, De",18.1,"3,900",pho,@ dal, 109-120,19:18,   6pt 3rb 1as 3st 2to 2-4fg 2-3ft
2019-04-09,SG,"McCollum, CJ",17.7,"8,000",por,@ lal, 104-101,29:23,   11pt 1rb 3as 1bl 2to 1trey 5-13fg 0-1ft
2019-04-09,SG,"Brown, Bruce",17.6,"3,500",det,v mem, 100-93,18:30,   8pt 3rb 2as 1st 4-5fg
2019-04-09,SG,"Ellington, Wayne",17.4,"5,100",det,v mem, 100-93,37:41,   7pt 2rb 2as 2st 1to 1-11fg 5-5ft
2019-04-09,SG,"Williams, CJ",17.4,"3,600",min,v tor, 100-120,18:56,   7pt 2rb 3st 1to 1trey 3-6fg 0-1ft
2019-04-09,SG,"Dorsey, Tyler",17.3,"4,000",mem,@ det, 93-100,32:02,   12pt 4rb 3as 4to 1trey 5-12fg 1-2ft
2019-04-09,SG,"Kennard, Luke",16.9,"3,800",det,v mem, 100-93,28:55,   15pt 2rb 1as 2to 5trey 5-11fg
2019-04-09,PG,"Brunson, Jalen",16.8,"5,000",dal,v pho, 120-109,29:24,   9pt 4rb 2as 3-8fg 3-4ft
2019-04-09,PG,"Knight, Brandon",16,"3,800",cle,v cha, 97-124,31:09,   9pt 5rb 2as 2to 3trey 3-10fg
2019-04-09,SG,"Jr, Walter",15.8,"6,000",chi,v nyk, 86-96,18:13,   9pt 4rb 2as 1to 3-9fg 3-3ft
2019-04-09,PG,"Carter, Jevon",15.6,"3,800",mem,@ det, 93-100,18:38,   9pt 3rb 2as 3trey 3-4fg
2019-04-09,SG,"Luwawu, Timothe",14.8,"4,300",chi,v nyk, 86-96,24:47,   10pt 4rb 2trey 3-8fg 2-2ft
2019-04-09,SG,"Schroder, Dennis",14.5,"5,700",okc,v hou, 112-111,29:16,   10pt 5rb 1as 3to 2trey 3-8fg 2-2ft
2019-04-09,SG,"Smith, Zhaire",14.4,"3,500",phi,@ mia, 99-122,29:38,   11pt 2rb 2as 2to 1trey 4-8fg 2-2ft
2019-04-09,SG,"Randle, Chasson",13.9,"3,500",was,v bos, 110-116,26:28,   9pt 2rb 3as 2to 2trey 2-7fg 3-4ft
2019-04-09,SG,"Selden, Wayne",13.7,"3,900",chi,v nyk, 86-96,20:25,   2pt 6rb 3as 1-6fg 0-2ft
2019-04-09,SG,"Galloway, Langston",13.6,"3,500",det,v mem, 100-93,25:46,   7pt 3rb 1st 1trey 2-8fg 2-2ft
2019-04-09,SG,"Garrett, Billy",13.4,"3,500",nyk,@ chi, 96-86,13:03,   8pt 2rb 2as 4-9fg
2019-04-09,SG,"Reynolds, Cameron",12.7,"3,500",min,v tor, 100-120,19:24,   8pt 1rb 1as 1st 1to 2trey 3-10fg
2019-04-09,SG,"Terrell, Jared",12.7,"3,500",min,v tor, 100-120,15:57,   5pt 1rb 3as 1bl 1to 2-6fg 1-2ft
2019-04-09,SG,"Waiters, Dion",12.2,"5,600",mia,v phi, 122-99,17:17,   8pt 1rb 2as 2trey 3-8fg
2019-04-09,SG,"Rivers, Austin",11.1,"3,600",hou,@ okc, 111-112,21:16,   3pt 3rb 1as 1st 1trey 1-4fg
2019-04-09,PG,"Burke, Trey",8.7,"4,900",dal,v pho, 120-109,12:20,   6pt 1rb 1as 2trey 2-3fg
2019-04-09,SG,"Okogie, Josh",8.7,"5,000",min,v tor, 100-120,17:41,   3pt 1rb 1as 1st 1trey 1-4fg
2019-04-09,SG,"Meeks, Jodie",8.7,"3,500",tor,@ min, 120-100,17:56,   7pt 1rb 1as 1to 1trey 3-5fg
2019-04-09,PG,"McConnell, TJ",8.4,"3,500",phi,@ mia, 99-122,22:41,   2pt 2rb 2st 2to 1-6fg
2019-04-09,SG,"Craig, Torrey",7.4,"3,700",den,@ uta, 108-118,21:00,   3pt 2rb 2as 1to 1trey 1-2fg
2019-04-09,SG,"Fredette, Jimmer",7.4,"3,800",pho,@ dal, 109-120,13:19,   0pt 2rb 4as 1to 0-3fg
2019-04-09,PG,"Loyd, Jordan",7.2,"3,500",tor,@ min, 120-100,7:22,   6pt 1rb 1trey 2-4fg 1-1ft
2019-04-09,SG,"Alkins, Rawle",7.1,"3,700",chi,v nyk, 86-96,12:54,   2pt 3rb 1as 1-3fg
2019-04-09,PG,"Felton, Raymond",6,"3,500",okc,v hou, 112-111,10:03,   3pt 2as 1trey 1-3fg
2019-04-09,PG,"Curry, Stephen",5.7,"9,200",gsw,@ nor, 112-103,9:25,   5pt 1rb 1as 2to 1trey 2-4fg
2019-04-09,SG,"Robinson, Duncan",5.2,"3,500",mia,v phi, 122-99,10:57,   4pt 1rb 2-2fg
2019-04-09,SG,"Korkmaz, Furkan",5,"3,500",phi,@ mia, 99-122,7:31,   2pt 1st 1-3fg
2019-04-09,SG,"Nwaba, David",5,"3,500",cle,v cha, 97-124,14:59,   0pt 5rb 1to 0-1fg
2019-04-09,SG,"Butler, Jimmy",4.7,"7,700",phi,@ mia, 99-122,15:58,   4pt 1rb 1as 2to 2-5fg
