Date,Position,"LastName, FirstName",FD PTS,Salary,Team,Opp Team,Score,Min,Statline
2019-02-24,SG,"DeRozan, DeMar",54.8,"8,400",sas,@ nyk, 118-130,32:17,   32pt 9rb 4as 1st 1bl 12-22fg 8-10ft
2019-02-24,PG,"Jr, Dennis",51.7,"7,200",nyk,v sas, 130-118,29:44,   19pt 6rb 13as 2st 1trey 8-17fg 2-3ft
2019-02-24,PG,"Lowry, Kyle",45.8,"8,200",tor,v orl, 98-113,35:44,   19pt 4rb 10as 4st 5to 2trey 6-13fg 5-5ft
2019-02-24,SG,"Dotson, Damyean",39,"4,300",nyk,v sas, 130-118,36:36,   27pt 5rb 2as 1st 8trey 9-17fg 1-2ft
2019-02-24,SG,"Ross, Terrence",38.3,"5,500",orl,@ tor, 113-98,29:51,   28pt 9rb 1as 2to 3trey 9-21fg 7-7ft
2019-02-24,PG,"Augustin, DJ",30,"4,400",orl,@ tor, 113-98,27:00,   12pt 5rb 8as 1st 3to 2trey 5-6fg 0-2ft
2019-02-24,PG,"Murray, Jamal",29.8,"6,800",den,v lac, 123-96,24:26,   16pt 4rb 6as 1st 3to 2trey 6-12fg 2-3ft
2019-02-24,SG,"Williams, Louis",29.4,"7,900",lac,@ den, 96-123,24:06,   24pt 2rb 2as 1st 3to 1trey 6-15fg 11-11ft
2019-02-24,SG,"Morris, Monte",27.7,"5,100",den,v lac, 123-96,22:16,   12pt 1rb 5as 2st 1bl 2to 2trey 5-8fg
2019-02-24,PG,"Grant, Jerian",27.1,"3,500",orl,@ tor, 113-98,21:00,   7pt 3rb 7as 1st 1bl 1trey 3-5fg
2019-02-24,PG,"Forbes, Bryn",26.7,"3,900",sas,@ nyk, 118-130,27:49,   15pt 6rb 3as 2trey 4-12fg 5-5ft
2019-02-24,SG,"Green, Danny",21.2,"4,700",tor,v orl, 98-113,27:17,   10pt 6rb 4as 2to 2trey 4-9fg
2019-02-24,PG,"Beverley, Patrick",21.2,"5,400",lac,@ den, 96-123,25:33,   2pt 6rb 4as 2bl 0-1fg 2-2ft
2019-02-24,PG,"Mudiay, Emmanuel",17.5,"5,300",nyk,v sas, 130-118,19:04,   19pt 1as 3to 3trey 8-10fg
2019-02-24,PG,"Shamet, Landry",17.5,"4,300",lac,@ den, 96-123,28:31,   8pt 1as 3st 1to 1trey 3-6fg 1-1ft
2019-02-24,PG,"Thomas, Isaiah",16.2,"3,900",den,v lac, 123-96,23:45,   10pt 1rb 4as 1bl 4to 3-11fg 4-4ft
2019-02-24,SG,"Fournier, Evan",16.1,"6,300",orl,@ tor, 113-98,31:13,   11pt 3rb 1as 1bl 3to 2trey 4-11fg 1-1ft
2019-02-24,PG,"Mills, Patty",15.6,"4,600",sas,@ nyk, 118-130,32:41,   8pt 3rb 4as 2to 2trey 2-14fg 2-2ft
2019-02-24,SG,"McCaw, Patrick",14.9,"3,700",tor,v orl, 98-113,15:10,   8pt 2rb 1as 1st 1trey 3-5fg 1-1ft
2019-02-24,SG,"Trier, Allonzo",14.1,"4,100",nyk,v sas, 130-118,28:24,   9pt 3rb 1as 3-10fg 3-3ft
2019-02-24,PG,"Lin, Jeremy",13.7,"4,900",tor,v orl, 98-113,18:26,   6pt 1rb 5as 1to 2-8fg 2-4ft
2019-02-24,PG,"Alexander, Shai",13.2,"5,100",lac,@ den, 96-123,29:49,   1pt 1rb 4as 2st 1bl 4to 0-9fg 1-2ft
2019-02-24,SG,"Meeks, Jodie",12.4,"3,500",tor,v orl, 98-113,16:45,   10pt 2rb 2trey 4-9fg
2019-02-24,SG,"Pondexter, Quincy",12.1,"3,500",sas,@ nyk, 118-130,10:15,   7pt 3rb 1as 2-3fg 3-3ft
2019-02-24,SG,"Beasley, Malik",11.9,"5,200",den,v lac, 123-96,24:31,   8pt 2rb 1as 2trey 3-4fg
2019-02-24,SG,"Temple, Garrett",10.9,"3,600",lac,@ den, 96-123,23:08,   4pt 2rb 1as 1st 1-4fg 2-2ft
2019-02-24,SG,"Craig, Torrey",9.2,"3,500",den,v lac, 123-96,7:47,   5pt 1rb 1st 2-3fg 1-1ft
2019-02-24,SG,"Belinelli, Marco",8.2,"3,900",sas,@ nyk, 118-130,24:19,   8pt 1rb 1to 1trey 2-5fg 3-3ft
2019-02-24,PG,"Robinson, Jerome",3.4,"3,500",lac,@ den, 96-123,4:52,   2pt 2rb 1to 1-6fg
2019-02-24,SG,"Wallace, Tyrone",2,"3,600",lac,@ den, 96-123,8:01,   2pt 1-2fg
2019-02-24,SG,"Thornwell, Sindarius",0,"3,600",lac,@ den, 96-123,4:52,   0pt 0-2fg
2019-02-24,PG,"White, Derrick",0,"5,800",sas,@ nyk, 118-130,0,   
2019-02-24,SG,"Walker, Lonnie",0,"3,500",sas,@ nyk, 118-130,0,   
2019-02-24,PG,"Ntilikina, Frank",0,"4,000",nyk,v sas, 130-118,0,   
2019-02-24,PG,"Goodwin, Brandon",0,"3,500",den,v lac, 123-96,0,   
2019-02-24,PG,"VanVleet, Fred",0,"4,600",tor,v orl, 98-113,0,   
2019-02-24,PG,"Allen, Kadeem",0,"3,500",nyk,v sas, 130-118,0,   
2019-02-24,SG,"Fultz, Markelle",0,"3,500",orl,@ tor, 113-98,0,   
2019-02-24,PG,"Briscoe, Isaiah",0,"3,900",orl,@ tor, 113-98,0,   
2019-02-24,PG,"Loyd, Jordan",0,"3,500",tor,v orl, 98-113,0,   
2019-02-24,PG,"Caupain, Troy",0,"3,500",orl,@ tor, 113-98,0,   
2019-02-24,PF,"Millsap, Paul",56.2,"7,000",den,v lac, 123-96,31:38,   21pt 16rb 2as 3st 2bl 2to 2trey 8-13fg 3-6ft
2019-02-24,SF,"Knox, Kevin",35,"5,300",nyk,v sas, 130-118,32:53,   19pt 10rb 2as 1bl 2to 1trey 8-18fg 2-3ft
2019-02-24,PF,"Siakam, Pascal",33.7,"7,600",tor,v orl, 98-113,36:44,   10pt 11rb 3as 2bl 2trey 3-10fg 2-2ft
2019-02-24,SF,"Isaac, Jonathan",28.2,"6,500",orl,@ tor, 113-98,30:44,   16pt 6rb 2bl 1to 3trey 5-11fg 3-4ft
2019-02-24,PF,"Aldridge, LaMarcus",27.1,"8,000",sas,@ nyk, 118-130,21:10,   18pt 3rb 1as 2bl 2to 7-12fg 4-4ft
2019-02-24,SF,"Gallinari, Danilo",26.3,"7,400",lac,@ den, 96-123,24:34,   19pt 4rb 1as 1st 2to 6-13fg 7-7ft
2019-02-24,SF,"Thomas, Lance",25.9,"3,500",nyk,v sas, 130-118,30:22,   16pt 7rb 1as 2trey 7-13fg
2019-02-24,PF,"Green, JaMychal",25.3,"4,200",lac,@ den, 96-123,22:27,   13pt 9rb 1as 1bl 3to 1trey 4-9fg 4-6ft
2019-02-24,PF,"Gordon, Aaron",22.4,"7,100",orl,@ tor, 113-98,29:53,   7pt 7rb 6as 2to 2-11fg 3-4ft
2019-02-24,SF,"Gay, Rudy",22,"6,000",sas,@ nyk, 118-130,25:48,   10pt 5rb 2as 1st 1trey 4-10fg 1-1ft
2019-02-24,PF,"Harrell, Montrezl",21.9,"7,500",lac,@ den, 96-123,16:29,   8pt 2rb 3as 1st 2bl 2to 3-7fg 2-2ft
2019-02-24,SF,"Harris, Gary",21.4,"5,000",den,v lac, 123-96,21:49,   14pt 2rb 2as 1st 1to 2trey 4-8fg 4-6ft
2019-02-24,PF,"Birch, Khem",18.3,"3,600",orl,@ tor, 113-98,17:22,   4pt 4rb 1as 2st 1bl 1to 2-4fg
2019-02-24,PF,"Ibaka, Serge",18,"7,300",tor,v orl, 98-113,23:49,   14pt 5rb 2to 7-14fg
2019-02-24,SF,"Iwundu, Wes",16.1,"3,700",orl,@ tor, 113-98,22:19,   5pt 3rb 1as 2bl 2-5fg 1-2ft
2019-02-24,SF,"Anunoby, OG",14.2,"3,900",tor,v orl, 98-113,24:23,   5pt 6rb 1st 1to 1trey 2-6fg
2019-02-24,PF,"Vonleh, Noah",14.1,"3,800",nyk,v sas, 130-118,17:57,   3pt 3rb 3as 1bl 1-3fg 1-1ft
2019-02-24,SF,"Bertans, Davis",11.8,"4,200",sas,@ nyk, 118-130,23:50,   4pt 4rb 1bl 1-4fg 2-2ft
2019-02-24,PF,"Motley, Johnathan",10.1,"3,500",lac,@ den, 96-123,8:26,   5pt 3rb 1as 1-2fg 3-4ft
2019-02-24,SF,"Cunningham, Dante",9.4,"3,500",sas,@ nyk, 118-130,15:01,   4pt 2rb 1st 2-3fg
2019-02-24,SF,"Barton, Will",7.6,"5,500",den,v lac, 123-96,24:26,   3pt 3rb 2as 2to 1trey 1-6fg
